filename,label
0_image_0.jpg,1
1_image_1.jpg,1
2_image_2.jpg,0
3_image_3.jpg,1
4_image_4.jpg,1
5_image_5.jpg,1
6_image_6.jpg,1
7_image_7.jpg,0
8_image_8.jpg,0
9_image_9.jpg,0
10_image_10.jpg,1
11_image_11.jpg,0
12_image_12.jpg,0
13_image_13.jpg,0
14_image_14.jpg,1
15_image_15.jpg,1
16_image_16.jpg,1
17_image_17.jpg,0
18_image_18.jpg,1
19_image_19.jpg,1
20_image_20.jpg,0
21_image_21.jpg,1
22_image_22.jpg,1
23_image_23.jpg,1
24_image_24.jpg,1
25_image_25.jpg,1
26_image_26.jpg,0
27_image_27.jpg,0
28_image_28.jpg,1
29_image_29.jpg,1
30_image_30.jpg,0
31_image_31.jpg,1
32_image_32.jpg,1
33_image_33.jpg,1
34_image_34.jpg,1
35_image_35.jpg,1
36_image_36.jpg,0
37_image_37.jpg,0
38_image_38.jpg,1
39_image_39.jpg,1
40_image_40.jpg,1
41_image_41.jpg,1
42_image_42.jpg,0
43_image_43.jpg,0
44_image_44.jpg,1
45_image_45.jpg,1
46_image_46.jpg,0
47_image_47.jpg,0
48_image_48.jpg,0
49_image_49.jpg,1
50_image_50.jpg,0
51_image_51.jpg,1
52_image_52.jpg,1
53_image_53.jpg,1
54_image_54.jpg,1
55_image_55.jpg,0
56_image_56.jpg,1
57_image_57.jpg,1
58_image_58.jpg,1
59_image_59.jpg,1
60_image_60.jpg,1
61_image_61.jpg,1
62_image_62.jpg,1
63_image_63.jpg,0
64_image_64.jpg,0
65_image_65.jpg,0
66_image_66.jpg,0
67_image_67.jpg,1
68_image_68.jpg,1
69_image_69.jpg,1
70_image_70.jpg,1
71_image_71.jpg,1
72_image_72.jpg,0
73_image_73.jpg,1
74_image_74.jpg,0
75_image_75.jpg,1
76_image_76.jpg,1
77_image_77.jpg,1
78_image_78.jpg,0
79_image_79.jpg,0
80_image_80.jpg,0
81_image_81.jpg,1
82_image_82.jpg,1
83_image_83.jpg,1
84_image_84.jpg,1
85_image_85.jpg,1
86_image_86.jpg,1
87_image_87.jpg,1
88_image_88.jpg,1
89_image_89.jpg,0
90_image_90.jpg,1
91_image_91.jpg,1
92_image_92.jpg,1
93_image_93.jpg,0
94_image_94.jpg,0
95_image_95.jpg,1
96_image_96.jpg,0
97_image_97.jpg,1
98_image_98.jpg,1
99_image_99.jpg,1
100_image_100.jpg,0
101_image_101.jpg,1
102_image_102.jpg,1
103_image_103.jpg,1
104_image_104.jpg,1
105_image_105.jpg,0
106_image_106.jpg,0
107_image_107.jpg,1
108_image_108.jpg,1
109_image_109.jpg,1
110_image_110.jpg,0
111_image_111.jpg,1
112_image_112.jpg,1
113_image_113.jpg,0
114_image_114.jpg,0
115_image_115.jpg,0
116_image_116.jpg,1
117_image_117.jpg,1
118_image_118.jpg,1
119_image_119.jpg,0
120_image_120.jpg,1
121_image_121.jpg,1
122_image_122.jpg,1
123_image_123.jpg,1
124_image_124.jpg,1
125_image_125.jpg,0
126_image_126.jpg,1
127_image_127.jpg,1
128_image_128.jpg,0
129_image_129.jpg,1
130_image_130.jpg,0
131_image_131.jpg,1
132_image_132.jpg,0
133_image_133.jpg,0
134_image_134.jpg,1
135_image_135.jpg,1
136_image_136.jpg,1
137_image_137.jpg,0
138_image_138.jpg,1
139_image_139.jpg,0
140_image_140.jpg,0
141_image_141.jpg,1
142_image_142.jpg,1
143_image_143.jpg,1
144_image_144.jpg,0
145_image_145.jpg,1
146_image_146.jpg,1
147_image_147.jpg,1
148_image_148.jpg,1
149_image_149.jpg,0
150_image_150.jpg,1
151_image_151.jpg,1
152_image_152.jpg,0
153_image_153.jpg,1
154_image_154.jpg,1
155_image_155.jpg,1
156_image_156.jpg,1
157_image_157.jpg,1
158_image_158.jpg,1
159_image_159.jpg,0
160_image_160.jpg,0
161_image_161.jpg,1
162_image_162.jpg,0
163_image_163.jpg,1
164_image_164.jpg,1
165_image_165.jpg,1
166_image_166.jpg,0
167_image_167.jpg,0
168_image_168.jpg,1
169_image_169.jpg,1
170_image_170.jpg,1
171_image_171.jpg,1
172_image_172.jpg,1
173_image_173.jpg,1
174_image_174.jpg,1
175_image_175.jpg,1
176_image_176.jpg,0
177_image_177.jpg,1
178_image_178.jpg,0
179_image_179.jpg,1
180_image_180.jpg,0
181_image_181.jpg,1
182_image_182.jpg,1
183_image_183.jpg,0
184_image_184.jpg,1
185_image_185.jpg,1
186_image_186.jpg,1
187_image_187.jpg,0
188_image_188.jpg,1
189_image_189.jpg,1
190_image_190.jpg,1
191_image_191.jpg,1
192_image_192.jpg,1
193_image_193.jpg,1
194_image_194.jpg,1
195_image_195.jpg,1
196_image_196.jpg,1
197_image_197.jpg,1
198_image_198.jpg,1
199_image_199.jpg,0
200_image_200.jpg,0
201_image_201.jpg,1
202_image_202.jpg,1
203_image_203.jpg,1
204_image_204.jpg,1
205_image_205.jpg,1
206_image_206.jpg,0
207_image_207.jpg,1
208_image_208.jpg,1
209_image_209.jpg,1
210_image_210.jpg,1
211_image_211.jpg,1
212_image_212.jpg,1
213_image_213.jpg,1
214_image_214.jpg,1
215_image_215.jpg,1
216_image_216.jpg,1
217_image_217.jpg,1
218_image_218.jpg,1
219_image_219.jpg,0
220_image_220.jpg,0
221_image_221.jpg,0
222_image_222.jpg,1
223_image_223.jpg,1
224_image_224.jpg,0
225_image_225.jpg,1
226_image_226.jpg,1
227_image_227.jpg,1
228_image_228.jpg,1
229_image_229.jpg,1
230_image_230.jpg,1
231_image_231.jpg,0
232_image_232.jpg,1
233_image_233.jpg,1
234_image_234.jpg,1
235_image_235.jpg,1
236_image_236.jpg,1
237_image_237.jpg,1
238_image_238.jpg,1
239_image_239.jpg,1
240_image_240.jpg,1
241_image_241.jpg,0
242_image_242.jpg,1
243_image_243.jpg,1
244_image_244.jpg,1
245_image_245.jpg,1
246_image_246.jpg,1
247_image_247.jpg,0
248_image_248.jpg,1
249_image_249.jpg,1
250_image_250.jpg,0
251_image_251.jpg,0
252_image_252.jpg,1
253_image_253.jpg,0
254_image_254.jpg,1
255_image_255.jpg,1
256_image_256.jpg,1
257_image_257.jpg,1
258_image_258.jpg,0
259_image_259.jpg,1
260_image_260.jpg,1
261_image_261.jpg,1
262_image_262.jpg,1
263_image_263.jpg,1
264_image_264.jpg,1
265_image_265.jpg,1
266_image_266.jpg,0
267_image_267.jpg,1
268_image_268.jpg,1
269_image_269.jpg,1
270_image_270.jpg,1
271_image_271.jpg,1
272_image_272.jpg,1
273_image_273.jpg,0
274_image_274.jpg,1
275_image_275.jpg,1
276_image_276.jpg,1
277_image_277.jpg,1
278_image_278.jpg,1
279_image_279.jpg,0
280_image_280.jpg,1
281_image_281.jpg,1
282_image_282.jpg,0
283_image_283.jpg,1
284_image_284.jpg,1
285_image_285.jpg,1
286_image_286.jpg,1
287_image_287.jpg,1
288_image_288.jpg,0
289_image_289.jpg,0
290_image_290.jpg,0
291_image_291.jpg,0
292_image_292.jpg,1
293_image_293.jpg,1
294_image_294.jpg,1
295_image_295.jpg,0
296_image_296.jpg,1
297_image_297.jpg,0
298_image_298.jpg,1
299_image_299.jpg,1
300_image_300.jpg,1
301_image_301.jpg,0
302_image_302.jpg,0
303_image_303.jpg,0
304_image_304.jpg,0
305_image_305.jpg,1
306_image_306.jpg,1
307_image_307.jpg,1
308_image_308.jpg,0
309_image_309.jpg,1
310_image_310.jpg,1
311_image_311.jpg,1
312_image_312.jpg,1
313_image_313.jpg,0
314_image_314.jpg,1
315_image_315.jpg,0
316_image_316.jpg,0
317_image_317.jpg,1
318_image_318.jpg,1
319_image_319.jpg,0
320_image_320.jpg,1
321_image_321.jpg,1
322_image_322.jpg,1
323_image_323.jpg,0
324_image_324.jpg,0
325_image_325.jpg,1
326_image_326.jpg,0
327_image_327.jpg,0
328_image_328.jpg,1
329_image_329.jpg,0
330_image_330.jpg,1
331_image_331.jpg,1
332_image_332.jpg,1
333_image_333.jpg,1
334_image_334.jpg,1
335_image_335.jpg,0
336_image_336.jpg,1
337_image_337.jpg,0
338_image_338.jpg,0
339_image_339.jpg,0
340_image_340.jpg,0
341_image_341.jpg,0
342_image_342.jpg,1
343_image_343.jpg,0
344_image_344.jpg,1
345_image_345.jpg,1
346_image_346.jpg,0
347_image_347.jpg,1
348_image_348.jpg,1
349_image_349.jpg,1
350_image_350.jpg,1
351_image_351.jpg,1
352_image_352.jpg,0
353_image_353.jpg,1
354_image_354.jpg,1
355_image_355.jpg,1
356_image_356.jpg,1
357_image_357.jpg,1
358_image_358.jpg,1
359_image_359.jpg,0
360_image_360.jpg,0
361_image_361.jpg,1
362_image_362.jpg,1
363_image_363.jpg,0
364_image_364.jpg,1
